,Monthly Charge,Total Charges,Churn Label,Gender_Female,Gender_Male,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Tenure_group_1 - 12,Tenure_group_13 - 12,Tenure_group_25 - 12,Tenure_group_37 - 12,Tenure_group_49 - 12,Tenure_group_61 - 12
5664,94.45,5042.75,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
5665,46.4,812.4,0,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
5666,104.05,6605.55,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
5667,24.9,505.95,0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
5668,59.6,3509.4,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
5669,40.55,590.35,0,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False
5670,20.75,1123.15,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
5671,113.15,7953.25,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
5672,48.8,349.8,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
5673,63.05,1067.05,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
5674,100.85,3527.3,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False
5675,80.55,1248.9,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
5676,64.4,3035.35,0,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
5677,75.2,4300.8,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
5678,84.9,6065.3,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5679,19.3,144.95,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
5680,74.65,2308.6,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
5681,59.05,1882.8,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
5682,20.55,1067.65,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
5683,76.55,2065.4,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
5684,62.5,4136.4,0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5685,94.9,3848.0,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
5686,19.9,173.15,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False
5687,20.45,781.25,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
5688,106.05,4510.8,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
5689,113.45,5317.8,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
5690,92.55,4779.45,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
5691,65.6,250.1,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
5692,49.7,1167.8,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
5693,30.2,469.65,0,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
5694,56.35,1381.2,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
5695,107.55,3645.5,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False
5696,19.85,1158.85,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
5697,95.9,6954.15,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5698,23.85,1672.1,0,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5699,83.85,4307.1,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
5700,76.1,1054.8,0,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False
5701,74.55,5430.65,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5702,39.2,849.9,0,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False
5703,79.55,151.75,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
5704,19.6,299.4,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
5705,19.55,1086.75,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
5706,39.15,2692.75,0,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
5707,20.1,1389.6,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
5708,99.95,3767.4,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False
5709,59.8,3641.5,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
5710,49.75,2535.55,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
5711,108.5,6880.85,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
5712,60.15,3753.2,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
5713,19.05,637.55,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
5714,44.55,44.55,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
5715,103.45,1539.8,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
5716,80.65,2209.75,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
5717,57.2,223.75,0,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False
5718,110.75,7751.7,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5719,76.35,2606.35,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
5720,18.9,18.9,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
5721,84.4,5969.3,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
5722,24.4,253.9,0,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
5723,20.05,400.0,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False
5724,55.5,227.35,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
5725,100.2,198.5,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False
5726,19.4,554.25,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
5727,20.4,251.65,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
5728,94.75,5597.65,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
5729,44.35,768.05,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
5730,74.55,1215.8,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False
5731,73.6,3522.65,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False
5732,50.1,910.45,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
5733,19.85,52.0,0,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
5734,24.35,150.85,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False
5735,19.55,389.25,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
5736,25.05,1873.7,0,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5737,103.75,7346.2,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5738,56.75,3708.4,0,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
5739,20.8,469.65,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
5740,24.45,1385.85,0,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
5741,59.65,2536.55,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
5742,83.3,6042.7,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5743,79.55,958.25,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
5744,24.45,1730.65,0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
5745,19.2,459.6,0,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
5746,29.8,201.95,0,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
5747,45.5,285.2,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
5748,30.05,1529.45,0,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
5749,65.65,4664.5,0,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5750,74.05,3496.3,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False
5751,19.7,301.55,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False
5752,49.5,312.7,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
5753,43.95,2960.1,0,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
5754,111.15,6953.4,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True
5755,20.6,541.5,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
5756,19.65,116.85,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False
5757,115.8,7942.15,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
5758,88.65,5321.25,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5759,20.1,223.6,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
5760,65.0,2157.5,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
5761,35.45,1391.65,0,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
5762,19.7,1379.8,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5763,19.85,810.45,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
5764,81.85,1810.85,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
5765,109.3,7782.85,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5766,25.4,1797.1,0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5767,69.8,377.85,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
5768,20.0,445.3,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
5769,109.9,7624.2,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5770,50.3,355.1,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
5771,101.5,906.85,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
5772,89.15,1057.55,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
5773,19.4,19.4,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
5774,78.8,1641.3,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False
5775,19.3,185.2,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False
5776,96.8,1826.7,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
5777,20.65,417.5,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
5778,19.8,344.5,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
5779,104.6,2180.55,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
5780,80.05,2835.9,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
5781,45.15,45.15,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
5782,73.15,2730.85,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
5783,105.35,5794.45,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False
5784,45.65,747.2,0,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
5785,79.95,1267.95,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
5786,54.45,3674.95,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
5787,84.7,5893.9,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
5788,75.85,724.65,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
5789,48.8,1536.75,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
5790,35.2,607.3,0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
5791,54.3,2390.45,0,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False
5792,66.3,1923.5,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False
5793,20.9,1493.2,0,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5794,75.35,75.35,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
5795,49.45,1031.4,0,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
5796,19.45,921.3,0,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
5797,92.15,3875.4,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
5798,19.85,144.15,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False
5799,100.25,6689.0,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
5800,95.7,1451.1,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False
5801,93.15,6368.2,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
5802,69.7,3729.6,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
5803,19.8,350.1,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
5804,71.35,2847.2,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False
5805,20.75,452.35,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
5806,40.6,1494.5,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
5807,20.35,41.85,0,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
